App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6078005,HDR,07/09/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075922,HDR,06/03/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078078,HDR,07/10/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075824,HDR,06/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072808,HDR,04/19/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077099,HDR,06/23/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077852,HDR,07/06/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6077817,HDR,07/05/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076549,HDR,06/13/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077212,HDR,06/25/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077043,HDR,06/21/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078501,HDR,07/17/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076093,HDR,06/05/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078019,HDR,07/09/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074594,HDR,05/14/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075876,HDR,06/02/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074269,HDR,05/09/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078102,HDR,07/10/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073448,HDR,04/27/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079182,HDR,07/29/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078892,HDR,07/24/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074997,HDR,05/20/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077933,HDR,07/08/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072628,HDR,04/17/2024,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078930,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6076035,HDR,06/04/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075785,HDR,05/31/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074864,HDR,05/17/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/02/2024 05:00:05 PM
6077522,HDR,06/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075170,HDR,05/21/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078560,HDR,07/18/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077696,HDR,07/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6079304,HDR,07/31/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076854,HDR,06/18/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075252,HDR,05/22/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076926,HDR,06/20/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078810,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078889,HDR,07/24/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075698,HDR,05/30/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078616,HDR,07/19/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077102,HDR,06/23/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072256,HDR,04/11/2024,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/02/2024 05:00:05 PM
6073559,HDR,04/29/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079267,HDR,07/31/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077437,HDR,06/28/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078214,HDR,07/12/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077032,HDR,06/21/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075424,HDR,05/25/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073299,HDR,04/25/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078101,HDR,07/10/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6079106,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078594,HDR,07/18/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078988,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076469,HDR,06/12/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6076007,HDR,06/04/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076580,HDR,06/13/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078908,HDR,07/24/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078960,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077913,HDR,07/08/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079374,HDR,08/01/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077358,HDR,06/27/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076935,HDR,06/20/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072992,HDR,04/22/2024,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6076811,HDR,06/18/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079293,HDR,07/31/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078824,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075367,HDR,05/24/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074539,HDR,05/13/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6078305,HDR,07/15/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6078351,HDR,07/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078796,HDR,07/22/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6079340,HDR,08/01/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077017,HDR,06/21/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6075209,HDR,05/22/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077679,HDR,07/02/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
5921784,HDR,02/06/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6079045,HDR,07/26/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6079244,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078431,HDR,07/16/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078023,HDR,07/09/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078182,HDR,07/12/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077904,HDR,07/08/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6075560,HDR,05/28/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079085,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073612,HDR,04/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079402,HDR,08/02/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079016,HDR,07/26/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078013,HDR,07/09/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078678,HDR,07/20/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6073157,HDR,04/24/2024,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6076878,HDR,06/19/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6078492,HDR,07/17/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6072388,HDR,04/13/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074857,HDR,05/17/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6077976,HDR,07/09/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074015,HDR,05/06/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076313,HDR,06/10/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Not Applicable,08/02/2024 05:00:05 PM
6072522,HDR,04/16/2024,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077532,HDR,06/30/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073357,HDR,04/26/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077899,HDR,07/08/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073670,HDR,04/30/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/02/2024 05:00:05 PM
6078097,HDR,07/10/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6073796,HDR,05/02/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077918,HDR,07/08/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6077958,HDR,07/08/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6073532,HDR,04/29/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/02/2024 05:00:05 PM
6077387,HDR,06/27/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,08/02/2024 05:00:05 PM
6073983,HDR,05/06/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077578,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6079120,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077882,HDR,07/07/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078146,HDR,07/11/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079398,HDR,08/02/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076188,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077462,HDR,06/28/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077316,HDR,06/26/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077635,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076380,HDR,06/10/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/02/2024 05:00:05 PM
6076175,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6078667,HDR,07/20/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076250,HDR,06/07/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/02/2024 05:00:05 PM
6079227,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078196,HDR,07/12/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077158,HDR,06/24/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073370,HDR,04/26/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079234,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077105,HDR,06/23/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078109,HDR,07/10/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6074912,HDR,05/18/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,08/02/2024 05:00:05 PM
